1.0003e+06	0.65541	1.0003e+06
1.0003e+06	0.68031	1.0003e+06
1.0003e+06	0.66372	1.0003e+06
1.0003e+06	0.68972	1.0003e+06
1.0002e+06	0.59738	1.0002e+06
1.0003e+06	0.70648	1.0003e+06
247.34	0.64148	246.7
243.79	0.63548	243.16
1.0002e+06	0.62653	1.0002e+06
255.11	0.64448	254.46
1.0003e+06	0.86296	1.0003e+06
1.0002e+06	0.58702	1.0002e+06
312.8	0.83773	311.96
2.0002e+06	0.57393	2.0002e+06
2.0004e+06	0.9491	2.0004e+06
260.82	0.63997	260.18
242.69	0.61605	242.07
259.24	0.63797	258.6
253.4	0.66225	252.74
1.0003e+06	0.66002	1.0003e+06
323.82	0.87547	322.95
248.91	0.6238	248.28
259.9	0.65964	259.25
231.2	0.5918	230.61
2.0002e+06	0.58777	2.0002e+06
1.0003e+06	0.70108	1.0003e+06
1.0003e+06	0.69756	1.0003e+06
2.0003e+06	0.73828	2.0003e+06
2.0003e+06	0.67562	2.0003e+06
1.0003e+06	0.72179	1.0003e+06
268.23	0.68217	267.55
245.9	0.60656	245.29
236.47	0.58785	235.88
1.0003e+06	0.71438	1.0003e+06
3.0003e+06	0.7891	3.0003e+06
239.33	0.62761	238.7
245.64	0.61791	245.02
278.86	0.72773	278.13
251.58	0.64133	250.94
241.49	0.61872	240.87
1.0003e+06	0.68021	1.0003e+06
241.55	0.60947	240.94
243.49	0.62418	242.86
268.95	0.66963	268.28
297.04	0.76829	296.27
1.0003e+06	0.64591	1.0003e+06
268.43	0.66087	267.77
257.75	0.65801	257.09
266.04	0.67512	265.36
252.53	0.6511	251.88
243.8	0.59468	243.21
266.05	0.66714	265.38
270.27	0.67614	269.6
1.0002e+06	0.5665	1.0002e+06
245.66	0.60775	245.05
272.22	0.72343	271.5
239.24	0.57598	238.67
2.0002e+06	0.63521	2.0002e+06
1.0002e+06	0.60142	1.0002e+06
1.0003e+06	0.63307	1.0003e+06
1.0003e+06	0.74834	1.0003e+06
1.0003e+06	0.65488	1.0003e+06
1.0002e+06	0.64362	1.0002e+06
280.61	0.70176	279.91
1.0003e+06	0.73921	1.0003e+06
2.0003e+06	0.6571	2.0003e+06
257.81	0.64008	257.17
257.73	0.65356	257.07
1.0003e+06	0.66636	1.0003e+06
244.63	0.65688	243.97
1.0003e+06	0.67445	1.0003e+06
254.78	0.65695	254.13
257.33	0.65895	256.68
1.0003e+06	0.70881	1.0003e+06
257.26	0.64547	256.61
242.67	0.60697	242.06
251.09	0.63522	250.46
1.0002e+06	0.63865	1.0002e+06
1.0003e+06	0.66633	1.0003e+06
2.0002e+06	0.58192	2.0002e+06
252.08	0.62563	251.45
234.6	0.57817	234.02
282	0.69543	281.3
1.0003e+06	0.80211	1.0003e+06
2.0002e+06	0.63389	2.0002e+06
283.54	0.73564	282.81
269.97	0.69978	269.27
259.38	0.63533	258.74
2.0002e+06	0.63008	2.0002e+06
257.9	0.64367	257.25
1.0003e+06	0.67323	1.0003e+06
1.0003e+06	0.65024	1.0003e+06
232.1	0.57599	231.52
1.0003e+06	0.80291	1.0003e+06
2.0003e+06	0.70121	2.0003e+06
243.68	0.61839	243.06
262.1	0.66153	261.44
269.47	0.65508	268.82
248.89	0.61438	248.27
1.0002e+06	0.63708	1.0002e+06
