162.47	1.0121	161.46
1.0002e+06	1.1825	1.0002e+06
1.0002e+06	1.123	1.0002e+06
152.39	0.97058	151.42
1.0002e+06	1.3658	1.0002e+06
155.22	1.0883	154.13
155.08	0.9864	154.1
1.0002e+06	1.0706	1.0002e+06
161.06	1.0623	160
170.44	1.1291	169.31
139.04	0.89466	138.14
149.33	0.9571	148.37
160.37	0.98934	159.39
162.53	1.0124	161.52
152.44	0.97296	151.46
187.21	1.1605	186.05
167.57	1.0553	166.52
148.22	1.0045	147.22
158.55	1.0226	157.53
154.89	0.9758	153.91
157.56	1.0135	156.55
160.1	1.0199	159.08
157.67	1.0049	156.66
1.0002e+06	1.0941	1.0002e+06
173.83	1.1279	172.7
145.37	0.91393	144.45
1.0002e+06	1.3653	1.0002e+06
1.0002e+06	1.0974	1.0002e+06
155.88	1.0036	154.88
1.0001e+06	1.0002	1.0001e+06
145.05	0.95059	144.1
1.0002e+06	1.0649	1.0002e+06
156.67	1.0465	155.62
168.53	1.1333	167.4
160.2	0.99487	159.2
152.41	0.96966	151.44
171.26	1.1189	170.14
178.8	1.0992	177.7
167.75	1.1457	166.6
162.36	1.02	161.34
1.0002e+06	1.048	1.0002e+06
151.57	0.9526	150.62
1.0002e+06	0.9595	1.0002e+06
1.0002e+06	1.0939	1.0002e+06
183.57	1.1764	182.39
1.0001e+06	1.0448	1.0001e+06
168.27	1.0987	167.17
182.94	1.1688	181.78
180.18	1.1388	179.04
197.64	1.2263	196.41
159.53	1.0467	158.48
174.42	1.0829	173.34
178.3	1.1994	177.1
163.82	1.0662	162.75
165.67	1.0877	164.58
1.0002e+06	0.99197	1.0002e+06
1.0002e+06	1.0822	1.0002e+06
1.0002e+06	0.95783	1.0002e+06
175.21	1.0918	174.12
1.0003e+06	1.6862	1.0003e+06
163.41	1.0045	162.4
168.17	1.0576	167.11
157.77	1.033	156.73
166.18	1.1585	165.03
194.4	1.2648	193.13
1.0002e+06	1.0193	1.0002e+06
165.97	1.13	164.84
149.04	0.97988	148.06
168.83	1.0713	167.75
163.81	1.0711	162.74
1.0002e+06	1.1773	1.0002e+06
1.0001e+06	0.99178	1.0001e+06
168.76	1.1196	167.64
168.51	1.1035	167.4
1.0002e+06	1.114	1.0002e+06
138.22	0.86927	137.35
156.16	1.1074	155.05
174.51	1.1883	173.32
171.2	1.1831	170.02
167.34	1.0706	166.27
189.12	1.2204	187.9
2.0001e+06	0.91965	2.0001e+06
175.88	1.0889	174.79
158.47	1.0413	157.42
185.69	1.1031	184.59
177.6	1.1163	176.49
143.02	0.92431	142.1
153.87	1.0006	152.87
167.71	1.0186	166.69
150.77	0.99712	149.77
159.62	1.0458	158.57
148.31	0.94448	147.36
1.0002e+06	1.0226	1.0002e+06
150.84	0.96205	149.88
1.0001e+06	0.98565	1.0001e+06
2.0002e+06	1.0177	2.0002e+06
1.0002e+06	1.0736	1.0002e+06
163.7	1.1473	162.55
175.02	1.085	173.93
2.0002e+06	1.0622	2.0002e+06
