min_Dtotal,row_distance,column_distance
1125.57138785835,0.155273119432291,1125.41611473892
1001084.32201449,0.157024210116433,1001084.16499028
2000950.11646725,0.137752952589116,2000949.9787143
4001133.47061668,0.162002508174009,4001133.30861418
4001083.54897358,0.158666457535091,4001083.39030712
4001112.13850394,0.160980213329861,4001111.97752372
1001007.45794447,0.146200690941944,1001007.31174378
1001004.64631349,0.146411294580874,1001004.4999022
3001013.42957575,0.149662269719636,3001013.27991348
3001036.7703591,0.148035829211038,3001036.62232327
1008.02524052907,0.146081429827737,1007.87915909924
2001053.21341868,0.153960701951227,2001053.05945798
4000945.37643663,0.138209171532376,4000945.23822746
1001097.25401148,0.160337745264345,1001097.09367374
1043.16333148584,0.151400477720648,1043.01193100812
3001135.07898568,0.158418262795566,3001134.92056741
2001028.11668678,0.152990536359631,2001027.96369624
3001013.35380869,0.147921749132299,3001013.20588694
2001020.68002315,0.147042733840198,2001020.53298041
4001001.51149492,0.147095806224828,4001001.36439911
1001157.32493097,0.164316690622901,1001157.16061428
2001057.15371111,0.152693051861437,2001057.00101806
4001141.47954905,0.161788592173115,4001141.31776046
3001044.42806826,0.152846890539141,3001044.27522137
3001056.62620302,0.152800029745267,3001056.47340299
3001033.05708798,0.151166085941531,3001032.9059219
2001087.50018964,0.154192131940789,2001087.34599751
4000990.84645659,0.143602664676237,4000990.70285393
2001039.73657852,0.152593940579049,2001039.58398458
2001040.34760859,0.151170642392824,2001040.19643795
1001148.91351841,0.166061302509563,1001148.74745711
1001070.02374163,0.154132261099011,1001069.86960937
2001088.59321911,0.158967467203528,2001088.43425164
1001019.33956889,0.147181420182056,1001019.19238747
1001087.03753114,0.154401176064511,1001086.88312996
4001292.99449806,0.19629464799846,4001292.79820341
2001053.4986381,0.156396146920539,2001053.34224196
2001157.29829416,0.163569068114843,2001157.13472509
3001030.57413691,0.149833334869321,3001030.42430358
1001021.60924071,0.147043143765631,1001021.46219757
3000973.48943186,0.143698588329897,3000973.34573328
2001130.4630158,0.162407940928404,2001130.30060786
1001039.83402867,0.151581996715349,1001039.68244667
3001012.54252657,0.146432188968326,3001012.39609438
2001007.04488505,0.148048210926959,2001006.89683684
2001085.66003339,0.154549709925066,2001085.50548368
2000987.96914249,0.144833075843694,2000987.82430942
4001031.45704721,0.149353080826309,4001031.30769413
1001153.95538088,0.163020574501685,1001153.79236031
2001008.54396931,0.147629209339096,2001008.3963401
3001103.17274474,0.157337277546757,3001103.01540746
2001151.57688758,0.166984516548666,2001151.40990306
1001036.76077458,0.148306761713613,1001036.61246782
1000993.62330584,0.144152249900532,1000993.47915359
3001071.82174029,0.157416833740729,3001071.66432345
3001152.49875065,0.168510136628633,3001152.33024052
2001025.42451323,0.150055301314337,2001025.27445792
3001032.61372206,0.150659920142141,3001032.46306214
3001026.89197312,0.148999367058101,3001026.74297375
2001074.12670071,0.157723687354531,2001073.96897702
1017.58139504711,0.145753994235688,1017.43564105288
6001018.47083101,0.1487417730847,6001018.32208924
6001010.90607279,0.148332539323077,6001010.75774026
4001083.55627151,0.15800858183178,4001083.39826293
3000971.10896064,0.140554488241618,3000970.96840616
1001013.47214992,0.149415614015997,1001013.32273431
3001042.07199059,0.151967153472805,3001041.92002343
3000991.18556784,0.142293146790729,3000991.04327469
3001023.44834693,0.148539482588133,3001023.29980745
1001026.49963383,0.148382641071175,1001026.35125119
3001127.34111564,0.16062039269829,3001127.18049525
4001055.74256242,0.154639697236718,4001055.58792272
3001011.47447872,0.147427996940928,3001011.32705072
2001011.46330181,0.148533089610634,2001011.31476872
1001016.94396553,0.146082385742785,1001016.79788315
3001007.5642078,0.147265448822347,3001007.41694235
2001065.73380462,0.156187693188654,2001065.57761693
2001028.13779805,0.148526655228018,2001027.9892714
3001033.16916563,0.15181139038361,3001033.01735424
3000998.38638824,0.144087404317778,3000998.24230084
1202.53040196115,0.165866503546743,1202.3645354576
2001109.2016442,0.159701667782119,2001109.04194254
3001056.78811507,0.149334587848431,3001056.63878048
1001158.88406643,0.168723565519976,1001158.71534287
5001122.45107346,0.156710422919332,5001122.29436303
1001013.41047727,0.14714958166139,1001013.26332768
3001014.48233932,0.146085771700257,3001014.33625355
1001061.654192,0.155305418443369,1001061.49888658
1001045.64308544,0.15174224316196,1001045.4913432
2001025.72235239,0.149365216553567,2001025.57298718
3001073.2256422,0.1599166058257,3001073.0657256
3001060.20297084,0.153864370007783,3001060.04910647
6001096.28405379,0.16002583638099,6001096.12402796
3000962.53986352,0.140253344409631,3000962.39961018
5001010.92349655,0.145952326149114,5001010.77754422
2001053.67163132,0.152231390887396,2001053.51939993
4001018.90091465,0.148284592704341,4001018.75263006
1001073.26875682,0.152457901646581,1001073.11629892
1032.85789729679,0.147905677617569,1032.70999161917
1001070.72770926,0.153252005651119,1001070.57445726
