5	2	5	2	4	2	7	5	0	2	1	4	1	2	0	5	4	3	5	0
0	6	7	0	0	3	4	7	6	3	5	4	6	0	3	4	1	6	2	2
6	1	4	4	6	7	0	4	0	0	3	7	4	6	2	4	0	7	0	1
1	7	0	5	5	1	7	0	3	7	2	3	5	6	3	6	5	2	7	5
2	0	1	1	6	0	6	3	5	4	4	1	7	7	0	0	5	4	6	3
3	2	3	7	3	1	3	1	6	0	6	6	3	4	1	1	2	1	4	3
7	1	5	3	2	4	2	7	2	6	7	0	2	5	4	7	7	1	6	7
2	5	2	2	5	5	2	4	7	1	6	2	0	3	7	2	3	5	1	6
4	3	0	6	7	7	5	6	1	6	5	6	1	1	6	3	6	5	3	4
6	4	6	5	1	6	1	2	4	5	0	5	3	7	5	2	4	0	3	7
