1.0003e+06	0.41616	1.0003e+06
3.0004e+06	0.45058	3.0004e+06
405.09	0.46613	404.62
362.69	0.41886	362.27
1.0004e+06	0.40509	1.0004e+06
2.0004e+06	0.44116	2.0004e+06
1.0004e+06	0.46601	1.0004e+06
1.0003e+06	0.40299	1.0003e+06
358.67	0.41382	358.26
1.0004e+06	0.51209	1.0004e+06
2.0004e+06	0.50529	2.0004e+06
1.0004e+06	0.42744	1.0004e+06
385.73	0.44637	385.28
2.0004e+06	0.46024	2.0004e+06
2.0005e+06	0.53385	2.0005e+06
407.38	0.48646	406.9
375.46	0.44371	375.02
1.0004e+06	0.44683	1.0004e+06
2.0004e+06	0.44307	2.0004e+06
408.56	0.49826	408.06
404.55	0.51379	404.03
401.57	0.47782	401.09
374.87	0.44507	374.43
2.0004e+06	0.44633	2.0004e+06
1.0004e+06	0.49349	1.0004e+06
1.0003e+06	0.39261	1.0003e+06
1.0004e+06	0.42923	1.0003e+06
1.0003e+06	0.39727	1.0003e+06
1.0003e+06	0.40432	1.0003e+06
1.0004e+06	0.42155	1.0004e+06
2.0004e+06	0.45461	2.0004e+06
371.72	0.42943	371.29
1.0004e+06	0.43611	1.0004e+06
382.1	0.43991	381.66
357.06	0.43322	356.63
376.67	0.44263	376.23
338.66	0.39932	338.26
1.0004e+06	0.46444	1.0004e+06
368.59	0.42998	368.16
1.0004e+06	0.46095	1.0004e+06
2.0004e+06	0.49874	2.0004e+06
388.24	0.46958	387.77
408.09	0.44663	407.64
357.53	0.42958	357.1
1.0004e+06	0.48701	1.0004e+06
1.0004e+06	0.4388	1.0004e+06
1.0004e+06	0.46814	1.0004e+06
1.0004e+06	0.4878	1.0004e+06
1.0004e+06	0.44723	1.0004e+06
1.0004e+06	0.4466	1.0004e+06
2.0005e+06	0.50608	2.0005e+06
2.0004e+06	0.46475	2.0004e+06
378.19	0.43228	377.76
2.0003e+06	0.41416	2.0003e+06
398.37	0.45617	397.91
2.0004e+06	0.43831	2.0004e+06
427.49	0.4952	427
1.0004e+06	0.43256	1.0004e+06
1.0004e+06	0.44632	1.0004e+06
1.0004e+06	0.42792	1.0004e+06
408.91	0.48537	408.42
338.48	0.40559	338.08
1.0004e+06	0.4225	1.0004e+06
1.0003e+06	0.4125	1.0003e+06
343.78	0.4074	343.38
1.0004e+06	0.4645	1.0004e+06
370.03	0.43379	369.6
419.61	0.47219	419.14
1.0004e+06	0.46807	1.0004e+06
1.0004e+06	0.43697	1.0004e+06
389.99	0.47396	389.52
330.71	0.39178	330.32
1.0004e+06	0.42714	1.0004e+06
374.68	0.44294	374.24
2.0004e+06	0.46264	2.0004e+06
1.0004e+06	0.41989	1.0004e+06
364.44	0.42982	364.01
1.0004e+06	0.43573	1.0004e+06
386.73	0.45689	386.28
419.64	0.49927	419.14
1.0004e+06	0.44041	1.0004e+06
1.0004e+06	0.44007	1.0004e+06
1.0004e+06	0.4241	1.0004e+06
347.38	0.40597	346.98
424.53	0.50733	424.02
380.82	0.45626	380.37
2.0004e+06	0.5275	2.0004e+06
380.7	0.45542	380.25
431.67	0.50009	431.17
366.43	0.42893	366
1.0004e+06	0.46952	1.0004e+06
2.0004e+06	0.43438	2.0004e+06
395.98	0.45267	395.53
1.0004e+06	0.44862	1.0004e+06
1.0004e+06	0.46817	1.0004e+06
1.0003e+06	0.42045	1.0003e+06
1.0004e+06	0.50836	1.0004e+06
1.0003e+06	0.4188	1.0003e+06
1.0004e+06	0.43355	1.0004e+06
366.89	0.42932	366.46
