266.64	0.32828	266.31
266.11	0.32631	265.78
266.4	0.32753	266.08
266.55	0.3269	266.23
266.57	0.32778	266.24
266.11	0.32631	265.78
266.4	0.32753	266.08
266.4	0.32753	266.08
265.99	0.32627	265.67
266.52	0.32828	266.19
266.39	0.32673	266.06
266.32	0.32753	266
266.52	0.32753	266.19
266.55	0.3269	266.23
266.27	0.3266	265.95
265.87	0.32523	265.54
266.27	0.3272	265.94
266.74	0.32861	266.41
266.27	0.32664	265.95
266.32	0.32582	265.99
266.16	0.32657	265.83
266.32	0.32589	265.99
266.51	0.32861	266.18
266.4	0.32753	266.08
266.27	0.3266	265.95
