113.2	0.73725	112.46
113.33	0.73989	112.59
113.1	0.73989	112.36
113.2	0.73725	112.46
113.2	0.73725	112.46
113.1	0.73989	112.36
113.2	0.73725	112.46
113.2	0.73725	112.46
113.2	0.73725	112.46
113.2	0.73725	112.46
113.1	0.73989	112.36
113.2	0.73725	112.46
113.21	0.73989	112.47
113.2	0.73725	112.46
113.21	0.73989	112.47
113.2	0.73725	112.46
113.06	0.74336	112.32
113.2	0.73725	112.46
113.33	0.73989	112.59
113.2	0.73725	112.46
113.2	0.73725	112.46
113.29	0.74336	112.55
113.2	0.73725	112.46
113.2	0.73725	112.46
113.2	0.73725	112.46
