157.58	2.4941	155.09
107.7	1.8813	105.81
93.669	1.5406	92.129
99.9	1.6161	98.284
102.82	1.8989	100.92
113.28	1.8609	111.42
112.6	1.8693	110.73
111.43	1.8012	109.63
112.93	1.9014	111.03
111.85	2.1253	109.72
95.674	1.5355	94.138
112.98	1.894	111.09
91.434	1.4099	90.024
1.0001e+06	1.8653	1.0001e+06
100.36	1.7081	98.649
1.0001e+06	1.9955	1.0001e+06
1.0001e+06	1.719	1.0001e+06
97.115	1.5915	95.523
95.827	1.5517	94.275
102.63	1.7532	100.88
1.0001e+06	1.9486	1.0001e+06
108.2	1.7483	106.45
97.796	1.6985	96.098
117.46	2.2858	115.17
95.149	1.4607	93.688
98.962	1.6194	97.342
104.06	1.7475	102.31
93.933	1.577	92.356
96.66	1.5477	95.112
114.86	1.9793	112.89
100.25	1.6484	98.598
107.2	1.6574	105.54
1.0001e+06	2.4379	1.0001e+06
111.11	1.7975	109.31
99.93	1.5278	98.402
99.753	1.8198	97.933
98.79	1.5419	97.248
92.53	1.5622	90.968
89.262	1.5006	87.761
108.7	1.8232	106.88
97.575	1.5494	96.026
131.7	2.1105	129.59
136.28	2.1767	134.1
95.254	1.6722	93.582
101.89	1.6861	100.2
89.451	1.4758	87.975
1.0001e+06	1.6801	1.0001e+06
109.51	1.7783	107.73
86.156	1.4995	84.657
99.586	1.6562	97.93
109.82	1.7723	108.05
99.321	1.7657	97.555
3.0001e+06	1.7865	3.0001e+06
116.33	3.6271	112.7
1.0001e+06	1.7551	1.0001e+06
100.46	1.7661	98.695
1.0001e+06	1.6628	1.0001e+06
115.64	2.2408	113.4
112.75	1.8664	110.88
96.063	1.5795	94.484
99.229	1.7481	97.481
105.06	1.7626	103.3
108.52	2.0987	106.42
110.43	1.857	108.58
103.65	1.8874	101.76
109.16	1.9577	107.2
101.01	1.5866	99.423
112.29	1.8506	110.44
109.67	2.1923	107.48
92.836	1.4928	91.343
95.195	1.5243	93.671
120.44	2.0854	118.36
108.46	1.7683	106.69
123.41	1.9232	121.48
95.893	1.6568	94.237
1.0001e+06	2.278	1.0001e+06
1.0001e+06	1.7389	1.0001e+06
103.66	1.6744	101.98
122.18	2.2364	119.94
102.8	1.7697	101.03
101.97	1.6638	100.31
104.79	1.7853	103
1.0001e+06	1.9247	1.0001e+06
112.67	1.7702	110.9
114.91	1.7793	113.13
1.0001e+06	1.8664	1.0001e+06
100.49	1.7288	98.763
100.47	1.6851	98.783
109.05	1.7435	107.3
119.6	2.0125	117.59
1.0001e+06	2.293	1.0001e+06
84.699	1.4028	83.296
117.27	1.9216	115.35
109.8	1.9577	107.84
1.0001e+06	1.6305	1.0001e+06
97.499	1.6072	95.892
102.1	1.6293	100.47
113.36	1.9852	111.38
117.94	2.4932	115.44
106.69	2.0867	104.61
